,data_origin,text,sdg,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,data_ml,original,ratio_0.25,ratio_0.50,ratio_0.75,ratio_0.90
10,paper abstract,"The end of poverty is the first of the 17 sustainable development goals of the United Nations. Universities are strategic spaces for promoting the SDGs, from training, research, and outreach capacity to implementing sustainable actions, helping to reduce inequalities and, significantly, promoting sustainable cities and communities. This article aims to answer how the Public University of Navarre contributes to promoting the 1st SDG, what mechanisms for the end of poverty endorses in its territory, and what can we learn from these experiences. To this end, a case study has been carried out based on qualitative techniques. This work analyzes the strategies implemented, such as incorporating social clauses for responsible recruiting, the development of applied research and teaching or network participation. From this example, some engaging lessons will be extracted to address this issue in other contexts, promoting their consolidation and identifying the obstacles that may hinder their spread.",1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,1.0,1.0,1.0,1.0,1
11,paper abstract,"The study analyses the contribution of Tsungirirai Welfare Organisation’s have increased financial income, allowing households to improve on indicators of health, education and food and nutrition. Households’ capability to acquire physical assets like wheelbarrows, scotch carts and ploughs has improved because of household income-generating projects. Vocational training has reduced unemployment of youths. The chapter argues that the TWO has contributed significantly to the reduction of extreme poverty although some challenges remain in the district and country at large. To address TWO’s limited coverage, the study recommends partnerships with other NGOs and the private sector.",1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,1.0,1.0,1.0,1.0,1
12,paper abstract,"Given the above, this paper should be seen as one step further in the process of indicator design which may inspire the formal SDG review process. The novelty and complexity of the SDG framework opens a wide range of research avenues, of which we highlight three. First, the threshold values proposed here do not say much on whether countries are on the right track to achieve SDG-2 targets, unless monitored over a longer period. Although SDG targets are the same for all countries, the pathways they will follow will differ. Historical trends may offer hints on a country’s future, but there is no guarantee that past trends will persist. Second, synergies and trade-offs across SDGs and analytical scales should be examined to inform coherent policy design under different scenarios. Third, agricultural trade among the countries examined in this paper deserves greater attention and has direct implications for nutrition and environmental indicators, especially when food access and availability are considered over the short and long terms. In all cases, the identification of research methodologies well-suited to tackle the spatial and temporal scalar complexity of sustainability targets is crucial.",2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,1.0,1.0,1.0,1.0,0
13,paper abstract,"The report examines the interactions between the various goals and targets, determining to what extent they reinforce or conflict with each other. It provides a blueprint to help countries implement and achieve the Sustainable Development Goals . This brief description of sdg 2 – the 'entry level goal' for this assessment – is followed by an overview of interactions at goal level between sdg 2 and the other 16 sdgs. Taking into account all the underlying targets of this entry goal, a set of key interactions is then identified between the sdg 2 targets and those of other sdgs, focusing on interactions with high magnitude or strong impacts based on available scientific literature and expert knowledge. The typology and seven-point scale for characterising the range of positive and negative interactions described in the opening chapter to this report is used to assess the selected target-level interactions and the context in which they typically occur. Illustrative examples from different world regions show how these linkages manifest in practice. Policy options that can enhance positive and reduce negative interactions between now and 2030, and beyond are also described. The chapter concludes with a list of key knowledge gaps related to the interactions studied.",2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,1.0,1.0,1.0,1.0,1
14,paper abstract,"Built on deep-rooted political and cultural heritage, ‘rice security’ is the foundation of ‘food security’ in Bangladesh. The country has been in production-surplus of rice in the current decade feeding over 165 million people. This on-going ‘selfsufficiency momentum’ would require to maintain to meet increased demand from growing future population. On developmental side, Bangladesh is placed among the three of the world’s fastest growing economies in the years through to 2050. Rice sector would need to match with the pace of this growth. In addition, agriculture sector, that includes rice, is to double the productivity as the government commits to meet the SDG goal 2.3.1. This study addresses those issues through scoping increased rice production and productivity in Bangladesh, developing a plan of work . Results further reveal that through scale-appropriate mechanization backed up by estimated fair price, labour productivity in rice will be doubled by 2029, meeting the SDG 2.3.1. Good number of released varieties have been identified to have specific nutritional trait, and value adding quality. We have emphasized on much needed actions on demand-driven research for varietal development and field-adoptable management, mechanization for transplanting and harvesting operations, accommodation of rice in unexplored spaces, farmer-based speedy seed multiplication and dissemination system, establishment of commission for agricultural costs and prices, input buffer stock terminals for managing production risk, long-term storage and export of surplus production, and research-publicity-market development for rice-based products through public-private partnership. It is concluded that efficiency, resilience and sustainability around the three wings of DRP in the rice production systems to be ensured to achieve the rice production, productivity and labour use estimates.",2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,1.0,1.0,1.0,1.0,1
15,paper abstract,"The backbone of society and the basis of self-sufficiency is the agricultural advancement of food, fiber, fuel, and industry. However, in many non-industrialized countries, self-sufficiency has been eroded by several factors, including environmental impacts, lack of educational infrastructure, and inequities in resource management and distribution. Additionally, with the rise in human populations and climate pressures, the need to increase food production security and water conservation measures is imminent. By emulating the productivity of natural ecosystems and returning carbon-based materials to the soil, agricultural production may be enhanced with a reduced reliance on potentially water-polluting and often prohibitively expensive synthetic fertilizers. Through various case studies showcasing the effectiveness of educational tools, we work to demonstrate the need for more financial investment in biomass utilization program development in order to cultivate emerging circular economies. Furthermore, we highlight the importance of carbon and ecosystem cycling curriculum in school settings. In situ soil application of organic materials engenders soil carbon sequestration – a climate change mitigation mechanism – and overall soil health and soil water conservation. Compost processing and program development ameliorates potential organic materials pathogen transference while mineralizing nutrients for plant uptake.",2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,1.0,1.0,1.0,1.0,1
16,paper abstract,"The authors would like to express their gratitude toward the invaluable contribution of staff at Ekjut, a grassroots NGO in Jharkhand, especially the support of Mr. Mohd Sarfraz Ali. We would also like to acknowledge the support provided by Ms. Kiran Kumari Pasi, Deputy Commissioner Godda District, Jharkhand who facilitated necessary permission to conduct the study. We are grateful to Dr. R. D. Paswan, Civil Surgeon Godda for granting permission to conduct the study. We are very grateful to Dr. P. Venkateswara Prasanna and Mr. Vinay Ranjan, scientists at the Central National Herbarium, Botanical Survey of India, Kolkata for their guidance for herbarium preparation protocol and Mr. Shyam Biswa and Mr. Alok Mukherjee for providing training for herbarium preparation. We would also like to thank Dr. Ravi Shankar at the Krishi Vigyan Kendra, Godda, for his inputs on local habitat and plant species. We would also like to thank field staff, ASHAs, and Anganwadi workers in the study villages for extending their warmth and cooperation that has made this study a great learning experience. The guidance from Dr. Andrew Jones and Dr. Danny Hunter through sharing of their knowledge and expertise in food systems and sustainable agriculture is greatly appreciated. Lastly, we are indebted to the Sauria Paharia families for sharing their invaluable traditional knowledge and wisdom about their indigenous foods and enriching this manuscript.",2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,1.0,1.0,1.0,1.0,1
17,paper abstract,"In the UN's humanitarian response plan, the Food and Agriculture Organization calls on countries to: support small-scale farmers so that they can increase food production. At the same time, among the 17 goals to transform our world, one of the most important is goal 2: Eliminate hunger, ensure food security and improve nutrition, and promote sustainable agriculture. The main goal of the development of the main sector of agriculture – aquaculture is to provide the population with a variety of safe and environmentally friendly fish food products available to people with different income levels, as well as to meet the needs of neighboring industries in technical products. The fisheries sector plays an important role in the economy of any country. In Africa, aquaculture develops with varying degrees of intensity depending on the region. This review article examines the prospects for the development of sustainable aquaculture in the East African Republic of Burundi, a landlocked developing country that has its own history and traditions in aquaculture. The results of the study of soil characteristics of pond reservoirs that are of fishing significance in the country determined the further development of commercial cultivation and promising aquaculture facilities.",2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,1.0,1.0,1.0,1.0,1
18,paper abstract,"Sport and food can be potent agents of health, well-being, and community cohesion. However, as both have scaled up, their animating aims and impacts have shifted. The two are instrumentally connected: without adequate food, athletic pursuits are impossible, elite performance unattainable, and fanship impracticable. Thus, the central “zero hunger” aim of Sustainable Development Goal 2 is highly relevant to sport. Sport organizations often address hunger via charity. While these well-intentioned efforts meet immediate need, they do not address the systemic causes of hunger and food insecurity. As a result, they may unintentionally enable hunger to persist. Sport organizations working toward SDG 2 should reorient their efforts toward mutually reinforcing policy advocacy and community-level action. Building on the food citizenship for food security framework, the authors present several recommendations to use their financial resources, public profiles, and political influence to amplify the work of food justice activists who pursue structural change and community empowerment, ultimately replacing hunger with equity.",2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,1.0,1.0,1.0,1.0,1
19,paper abstract,"Food systems require and influence three major societal outcomes – economic vitality, environmental sustainability, and social inclusion and human health. Economic vitality is made through different policies, such as trade and employment, are influenced by food systems and vice versa. The environmental sustainability occurs through the protection of ecosystem services and natural capital that in turn have co-benefits with food systems. Social inclusion and human health are very much dependent on food security, nutrition, food culture and animal welfare. Although one change in the system may bring multiple outcomes, these outcomes may not all be what is considered progress. A nutritional intervention may have an unintended consequence for environmental, economic, and social outcomes or an economic incentive may have profound impacts on the environment or natural resource base.",2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,1.0,1.0,1.0,1.0,1
20,paper abstract,Background: The recent rise of the double burden of malnutrition at bay.,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,1.0,1.0,1.0,1.0,1
21,paper abstract,"The Sustainable Development Goals , or a voluntary commit¬ment to increasing the German contribution even after the end of the special initiative “ONE WORLD – No Hunger”, is essential. Indicators concerning the sustainability of German agriculture as a whole, the consumption of agricultural products, specifically animal products, and genetic diversity would be particularly expedient in this regard.",2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,1.0,1.0,1.0,1.0,1
22,paper abstract,"This study, as one of the first research assessing and mapping vegetation indices for rice paddies in northern Iran, particularly contributes to specifying the best index to describe rice yield through proposing different calculation methods for VHI.",2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,1.0,1.0,1.0,1.0,1
23,paper abstract,"Sustainable development goal 2 challenges the world to connect food production and consumption in a way that matches local contexts and enables everyone to enjoy a healthy diet that is produced sustainably and contributes to the other SDGs. We identify a Missing Middle between food production and consumption, and between globally defined goals and local implementation practices that may hinder progress towards SDG 2. Examples of this Missing Middle and how it can be bridged demonstrate that key challenges should be addressed in a more integrated manner for more effective action on SDG 2. We encourage actors in food provisioning to start addressing the Missing Middle by collaborating with relevant stakeholders in specified cases.",2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,1.0,1.0,1.0,1.0,1
24,paper abstract,"As Kenya is striving to maintain the momentum in its race towards achieving sustainable development by 2030, its food security situation remains precarious. If Kenya is to achieve zero hunger by 2030, it will need efforts to scale up the gains made. Currently, effects of climatic shocks, COVID-19, locust invasion and an economy that is not growing as was expected, continue to exacerbate food insecurity. While there have been gains from the long-term rains over the years, these gains are being lost because of an economy that fluctuates and has been weakened first because of the post-election violence in 2007/2008 and now even more because of covid-19. This weak economy is negatively impacting access, not just to food, but also its availability. It is estimated that by the end of this year, many Kenyans will be food insecure requiring humanitarian assistance. While a majority of Kenyans have access to food, they are still unable to meet the recommended rations. Many Kenyans have access to food that is affordable making diets less and less nutritional. Although Kenya is currently a lower-middle income economy, it still has an estimated 238,000 in the emergency phase . Arid and Semi-Arid lands have the highest levels of food insecurity. Changing climatic patterns have led to poor performance of the short rains. Climate change is impacting negatively on already fragile food security situation. Increasing levels of food insecurity threaten to negate the gains made in Kenya’s progress towards zero hunger. While challenges continue to persist, the United Nations World Food programme works together with the government of Kenya in scaling up efforts towards building a sustainable food system that will ensure sustainability in Kenya’s food and nutrition security. Hence this study seeks to evaluate the role of WFP in attaining SDG 2 in Kenya. The study relied on both primary and secondary data.",2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,1.0,1.0,1.0,1.0,1
25,paper abstract,"Sustainable Development Goal 2 relates to ending hunger, achieving food security and improving nutrition, and promoting sustainable agriculture. The SDGs mention only a few political indicators and SDG2 in particular is largely devoid of political considerations to end hunger and achieve food security. Nobel Laureate Amartya Sen famously observed the absence of famine in democracies, suggesting that a democratic system provides checks and balances that prevent famine. His observation has elicited further debate and triggered empirical studies in recent years. Going beyond Sen’s hypothesis, this essay examines other political factors that would explain vulnerability to famine and that need to be addressed more explicitly in SDG 2 and similar initiatives. By taking the case of pastoralists in the Afar region of Ethiopia, this research explores selected political determinants of vulnerability to famine. The Eritrea-Ethiopia war and the ensuing border closure have had a detrimental effect on the livelihood of pastoralists in Afar – many pastoralists were deprived of a market and a reliable source of income. In addition, Afar pastoralists were sidelined from the informal salt sector on which they used to rely. The state facilitated this expropriation, leaving pastoralists even more vulnerable to famine. I argue that political considerations are crucial in successfully ending hunger and achieving food security. The essay uses a qualitative case study design and is based on a PhD dissertation.",2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,1.0,1.0,1.0,1.0,1
26,paper abstract,"Many countries in Latin America confront high levels of inequality, the impacts of climate change and unequal access to quality nutritious foods. Historically, the most vulnerable populations are impacted disproportionally. Climate change exacerbates these inequalities and vulnerability to food insecurity. Worldwide trends highlight the urgent need for context-specific actions that reduce climate risks and impacts, and these are crucial for achieving the Sustainable Development Goals agreed to under Agenda 2030. This chapter highlights a range of solutions that have been introduced to increase community resilience in La Guajira, Colombia, and the implications for the food security and nutrition of the most vulnerable. Our case solutions show that sustainable rural development and resilience building start with a paradigm shift toward more appropriate land use and integrated climate resilience development pathways. This requires a combination of technological advances, new concepts of equitable welfare and local, national and international cooperation. To scale up resilience building, local knowledge, participation and experiences must be a crucial component to rural development and adaptation planning in Colombia and the region. Climate change is forcing action, and solutions exist. However, there is no time to waste in identifying, sharing and implementing community-led solutions.",2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,1.0,1.0,1.0,1.0,1
27,paper abstract,"The international community has adopted and endorsed an ambitious global development agenda for the period 2015–2030 in the Sustainable Development Goals , and the bulk of those budgets go to recurrent expenditure rather than development investments. In Sub-Saharan Africa, military expenditures account for a greater share of public funds. This paper suggests that while policy makers in both the Global South and North treat food security and agricultural development as priorities, these remain in a relatively low position on policy agendas because other concerns respond to much stronger constituencies.",2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,1.0,1.0,1.0,1.0,1
28,paper abstract,"We study the action of picture-changing and spectral flow operators on a ground ring of ghost number zero operators in the chiral BRST cohomology of the closed N=2 string and describe an infinite set of symmetry charges acting on physical states. The transformations of physical string states are compared with symmetries of self-dual gravity which is the effective field theory of the closed N=2 string. We derive all infinitesimal symmetries of the self-dual gravity equations in -dimensional space–time and introduce an infinite hierarchy of commuting flows on the moduli space of self-dual metrics. The dependence on moduli parameters can be recovered by solving the equations of the SDG hierarchy associated with an infinite set of Abelian symmetries generated recursively from translations. These nonlocal Abelian symmetries are shown to coincide with the hidden Abelian string symmetries responsible for the vanishing of most scattering amplitudes. Therefore, N=2 string theory ""predicts"" not only self-dual gravity but also the SDG hierarchy.",2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,1.0,1.0,1.0,1.0,1
29,paper abstract,"At least one of the 17 Sustainable Development Goals , which saw the biggest pledge since 2013. In the EU itself, considered one of the most food-secure regions in the world, nearly 7 million people were already experiencing severe food insecurity before the pandemic, and malnutrition is on the rise, as demonstrated by obesity and pre-obesity prevalence rates. SDG 2 aims not only at achieving food security but also at improving nutrition and promoting sustainable agriculture. These objectives have been mainstreamed in the recently reformed common agricultural policy and the 'farm to fork' and biodiversity strategies. In developing countries, the EU is strongly committed to achieving SDG 2. The EU institutions and Member States, which collectively provide more than half of official development assistance worldwide, have reaffirmed this commitment in the new European 'consensus on development'. Alongside development aid, the EU has several levers at its disposal to act on food insecurity causes, such as security and defence missions and comprehensive strategies in conflict areas, as well as substantial research capacities. The fact that its internal policies, in particular agricultural, climate and trade policies, have a spill-over effect on other food systems in the world, in particular in poorer countries, also make the EU a significant player.",2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,1.0,1.0,1.0,1.0,1
30,paper abstract,"The fact that two MoI indicators represent outcomes, rather than inputs into the system, suggests that measuring them will not necessarily help countries identify the root causes of problems in the health system or ways to address these issues. Indicator A, prevalence of tobacco use, is meant to measure implementation of the WHO Framework Convention on Tobacco Control, but is actually an intended outcome of this regulation, not a measurement of implementation itself. As of the end of 2016, the UN had not released a final definition of metadata for Indicator B.1 . Further, four of the 16 UHC tracer indicators monitor the coverage for medicines and vaccines, and may therefore duplicate Indicator B.1.",3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,1.0,1.0,1.0,0.0,0
31,paper abstract,"SECURITY AND • While supermarkets are increasingly prevalent in urban centres of the Global South, the informal economy and state food distribution programs continue URBANIZATION to play an important role in meeting food security needs of the urban poor. [...] This brief recommends governments Nicole Fassina and Charlene Keizer support the role of the informal food economy, integrate non-food issues related to food security is an award implement the policy recommendations necessary for improving granted to select students of the Balsillie School of food access.",2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,1.0,1.0,1.0,1.0,1
32,paper abstract,"Although these estimates might be useful for a global dialogue around how SDGs are prioritised in DAH, the approach is less relevant for increased understanding of, and improved decision making in, the health sector of countries included in the study. The authors also acknowledge this aspect as a limitation of their study. Consequently, the Article does not take a health systems approach to the data. Instead, aggregated data on health spending are reported followed by spending in disease categories or, in the case of universal health coverage, covering several diseases. For decision makers in a ministry of health, this way of dividing the funds is not particularly helpful because budgeting systems are commonly constructed on the basis of entities that cut across the health system by expenditure categories and not on disease categories. Further work should seek to develop formats for resource requirements that are aligned with standard government budgeting and we look forward to following the authors work in developing such methods.",3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,1.0,1.0,1.0,1.0,0
33,paper abstract,"Global efforts to end the tuberculosis were calculated to assess the presence and scale of spatial clusters of TB CNR across 489 upazilas in Bangladesh. Simultaneous autoregressive models were fit to the data to identify associations between TB CNR and poverty, TB testing rates and retreatment rates. CNRs were found to be significantly spatially clustered, negatively correlated to poverty rates and positively associated to TB testing and retreatment rates. Comparing the observed pattern of CNR with model-standardized rates made it possible to identify areas where TB under-detection is likely to occur. These results suggest that TB CNR is an unreliable proxy for TB incidence. Spatial variations in TB case notifications and subnational variations in TB case detection should be considered when monitoring national TB trends. These results provide useful information to target and prioritize context specific interventions.",3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,1.0,1.0,1.0,1.0,0
34,paper abstract,"Persons in conflict-affected areas may benefit from the diffusive nature of digital health tools. Innovations using cellular technology or cloud-based solutions overcome physical barriers. Additionally, many of the targets of SDG 3 could see significant progress if efficacious education and outreach efforts were supported, and digital health in the form of mHealth and telehealth offers a relatively low-resource platform for these initiatives. Lastly, lack of data collection, especially in conflict-affected or otherwise fragile states, was one of the primary limitations of the MDGs. Greater investment in data collection efforts, supported by digital health technologies, is necessary if SDG 3 targets are to be measured and progress assessed. Standardized EMR systems as well as context-specific data warehousing efforts will assist in collecting and managing accurate data. Stakeholders such as patients, providers, and NGOs, must be proactive and collaborative in their efforts for continuous progress toward SDG 3. Digital health can assist in these inter-organizational communication efforts.",3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,1.0,1.0,1.0,1.0,1
